messages,label
"Babe, I need your advice",Non-Spam
"IÛ÷ll leave around four, ok?",Non-Spam
Come to medical college at 7pm ......forward it da,Non-Spam
K:)k..its good:)when are you going?,Non-Spam
I can make lasagna for you... vodka...,Non-Spam
HI ITS KATE CAN U GIVE ME A RING ASAP XXX,Non-Spam
Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,Non-Spam
"No, but you told me you were going, before you got drunk!",Non-Spam
He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,Non-Spam
"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",Spam
I'm always looking for an excuse to be in the city.,Non-Spam
Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,Non-Spam
O shore are you takin the bus,Non-Spam
So u gonna get deus ex?,Non-Spam
I will send them to your email. Do you mind  &lt;#&gt;  times per night?,Non-Spam
"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",Spam
tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,Non-Spam
Ok then i come n pick u at engin?,Non-Spam
Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,Non-Spam
Raviyog Peripherals bhayandar east,Non-Spam
K actually can you guys meet me at the sunoco on howard? It should be right on the way,Non-Spam
You have 1 new voicemail. Please call 08719181513.,Spam
"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",Non-Spam
Just finished eating. Got u a plate. NOT leftovers this time.,Non-Spam
Thanx a lot...,Non-Spam
Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,Non-Spam
Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,Non-Spam
Its a great day. Do have yourself a beautiful one.,Non-Spam
What happened in interview?,Non-Spam
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",Non-Spam
Badrith is only for chennai:)i will surely pick for us:)no competition for him.,Non-Spam
I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... ,Non-Spam
Hey you around? I've got enough for a half + the ten I owe you,Non-Spam
Hey tmr maybe can meet you at yck,Non-Spam
ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,Non-Spam
They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,Non-Spam
Not to worry. I'm sure you'll get it.,Non-Spam
"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",Non-Spam
"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",Spam
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,Spam
My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,Non-Spam
"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit""",Non-Spam
Dear good morning how you feeling dear,Non-Spam
A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,Non-Spam
"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",Non-Spam
Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.,Non-Spam
Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,Non-Spam
Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,Spam
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,Spam
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",Non-Spam
Just do what ever is easier for you,Non-Spam
RCT' THNQ Adrian for U text. Rgds Vatian,Spam
Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,Non-Spam
"It'll be tough, but I'll do what I have to",Non-Spam
IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,Non-Spam
Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,Non-Spam
HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,Non-Spam
"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",Non-Spam
But i'm surprised she still can guess right lor...,Non-Spam
Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.,Non-Spam
Oh ho. Is this the first time u use these type of words,Non-Spam
HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,Non-Spam
I know you are serving. I mean what are you doing now.,Non-Spam
"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",Non-Spam
Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,Non-Spam
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",Spam
I know girls always safe and selfish know i got it pa. Thank you. good night.,Non-Spam
"No worries, hope photo shoot went well. have a spiffing fun at workage. ",Non-Spam
I'm freezing and craving ice. Fml,Non-Spam
Kay... Since we are out already ,Non-Spam
Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,Non-Spam
Yo im right by yo work,Non-Spam
Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,Non-Spam
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",Non-Spam
I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,Non-Spam
Nope... Juz off from work...,Non-Spam
Huh so fast... Dat means u havent finished painting?,Non-Spam
 what number do u live at? Is it 11?,Non-Spam
"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",Non-Spam
Sac will score big hundred.he is set batsman:-),Non-Spam
Send me yetty's number pls.,Non-Spam
How much it will cost approx . Per month.,Non-Spam
Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,Non-Spam
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",Spam
"That's fine, have him give me a call if he knows what he wants or has any questions",Non-Spam
"Sorry, got a late start, we're on the way",Non-Spam
Then u go back urself lor...,Non-Spam
I AM AT THE GAS STATION. GO THERE.,Non-Spam
"K, if u bored up just come to my home..",Non-Spam
Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,Non-Spam
"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",Non-Spam
Still i have not checked it da. . .,Non-Spam
You will go to walmart. I.ll stay.,Non-Spam
"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",Non-Spam
Oh great. I.ll disturb him more so that we can talk.,Non-Spam
Reverse is cheating. That is not mathematics.,Non-Spam
U're welcome... Caught u using broken english again...,Non-Spam
No problem baby. Is this is a good time to talk? I called and left a message.,Non-Spam
"Sorry, I'll call later",Non-Spam
Oh is it! Which brand?,Non-Spam
Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,Non-Spam
At what time are you coming.,Non-Spam
Call him and say you not coming today ok and tell them not to fool me like this ok,Non-Spam
I emailed yifeng my part oredi.. Can Ì_ get it fr him..,Non-Spam
R u sure they'll understand that! Wine * good idea just had a slurp!,Non-Spam
Minimum walk is 3miles a day.,Non-Spam
Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,Non-Spam
"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",Non-Spam
I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,Non-Spam
Sorry I missed your call let's talk when you have the time. I'm on 07090201529,Spam
Please attend the phone:),Non-Spam
You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,Non-Spam
No messages on her phone. I'm holding it now,Non-Spam
Can... I'm free...,Non-Spam
"Yo my trip got postponed, you still stocked up?",Non-Spam
"Sorry, I'll call later",Non-Spam
I am waiting for your call sir.,Non-Spam
Hey what are you doing. Y no reply pa..,Non-Spam
"Hey elaine, is today's meeting still on?",Non-Spam
Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,Non-Spam
Most of the tiime when i don't let you hug me it's so i don't break into tears.,Non-Spam
Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,Non-Spam
And now electricity just went out fml.,Non-Spam
"Looks like you found something to do other than smoke, great job!",Non-Spam
Also andros ice etc etc,Non-Spam
:) ,Non-Spam
"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",Non-Spam
Yup. Wun believe wat? U really neva c e msg i sent shuhui?,Non-Spam
Hows that watch resizing,Non-Spam
Dear umma she called me now :-),Non-Spam
Just finished. Missing you plenty,Non-Spam
"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",Spam
"Well, I meant as opposed to my drunken night of before",Non-Spam
K... Must book a not huh? so going for yoga basic on sunday?,Non-Spam
FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,Spam
Ok can...,Non-Spam
"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",Non-Spam
So u workin overtime nigpun?,Non-Spam
Same as kallis dismissial in 2nd test:-).,Non-Spam
O. Guess they both got screwd,Non-Spam
Please CALL 08712402972 immediately as there is an urgent message waiting for you,Spam
"I'm in a meeting, call me later at",Non-Spam
What r u cooking me for dinner?,Non-Spam
Ok thanx...,Non-Spam
Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,Non-Spam
Then i buy.,Non-Spam
URGENT! Your Mobile number has been awarded with a å£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,Spam
Heehee that was so funny tho,Non-Spam
It only does simple arithmetic not percentages.,Non-Spam
"Yeah we wouldn't leave for an hour at least, how's 4 sound?",Non-Spam
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589",Spam
Thanks honey. Have a great day.,Non-Spam
"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\""""",Non-Spam
Good night my dear.. Sleepwell&amp;Take care,Non-Spam
Then Ì_ ask dad to pick Ì_ up lar... ÌÏ wan 2 stay until 6 meh...,Non-Spam
"Jus chillaxin, what up",Non-Spam
"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\""""",Non-Spam
"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING""",Non-Spam
Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,Spam
"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",Non-Spam
Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,Non-Spam
Only once then after ill obey all yours.,Non-Spam
No she didnt. I will search online and let you know.,Non-Spam
Where do you need to go to get it?,Non-Spam
No pic. Please re-send.,Non-Spam
He remains a bro amongst bros,Non-Spam
Uhhhhrmm isnt having tb test bad when youre sick,Non-Spam
But i haf enuff space got like 4 mb...,Non-Spam
LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,Spam
Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,Spam
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066368470",Spam
Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,Spam
Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,Spam
Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save å£s with Free texts/weekend calls. Text YES for a callback orno to opt out,Spam
Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Callså£1/minMobsmore LKPOBOX177HP51FL,Spam
True. Its easier with her here.,Non-Spam
Sure but since my parents will be working on Tuesday I don't really need a cover story,Non-Spam
Haha okay... Today weekend leh... ,Non-Spam
"\Hi darlin did youPhone me? Im atHome if youwanna chat.\""""",Non-Spam
I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,Non-Spam
You've always been the brainy one.,Non-Spam
Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,Non-Spam
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,Spam
"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",Non-Spam
Sending you greetings of joy and happiness. Do have a gr8 evening,Non-Spam
"\Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx\""""",Non-Spam
If india win or level series means this is record:),Non-Spam
Then what about further plan?,Non-Spam
Its good to hear from you,Non-Spam
"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",Non-Spam
What time you thinkin of goin?,Non-Spam
Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,Spam
Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,Spam
Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,Non-Spam
Yes but I don't care cause I know its there!,Non-Spam
"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",Non-Spam
"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",Non-Spam
Sitting ard nothing to do lor. U leh busy w work?,Non-Spam
Its  &lt;#&gt; k here oh. Should i send home for sale.,Non-Spam
Sorry. || mail? || ,Non-Spam
Ya just telling abt tht incident..,Non-Spam
Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,Non-Spam
Ugh just got outta class,Non-Spam
"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",Non-Spam
I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,Non-Spam
No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,Non-Spam
Ok. I.ll do you right later.,Non-Spam
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,Non-Spam
Have your lunch and come quickly and open the door:),Non-Spam
Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,Spam
I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,Non-Spam
"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",Non-Spam
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,Spam
i am seeking a lady in the street and a freak in the sheets. Is that you?,Non-Spam
My phone,Non-Spam
"Haha figures, well I found the piece and priscilla's bowl",Non-Spam
"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",Non-Spam
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,Spam
yay! finally lol. i missed our cinema trip last week :-(,Non-Spam
All day working day:)except saturday and sunday..,Non-Spam
aathi..where are you dear..,Non-Spam
Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,Non-Spam
"I think IÛ÷m waiting for the same bus! Inform me when you get there, if you ever get there.",Non-Spam
You getting back any time soon?,Non-Spam
", how's things? Just a quick question.",Non-Spam
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",Non-Spam
"I can probably come by, everybody's done around  &lt;#&gt;  right?",Non-Spam
I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,Non-Spam
I can ask around but there's not a lot in terms of mids up here,Non-Spam
Be sure to check your yahoo email. We sent photos yesterday,Non-Spam
What was she looking for?,Non-Spam
Wherre's my boytoy ? :-(,Non-Spam
Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,Spam
"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",Non-Spam
Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,Non-Spam
No:-)i got rumour that you going to buy apartment in chennai:-),Non-Spam
"Yeah, probably earlier than that",Non-Spam
Change windows logoff sound..,Non-Spam
Still i have not checked it da. . .,Non-Spam
I'm also came to room.,Non-Spam
Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  ,Non-Spam
Ok.,Non-Spam
I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,Non-Spam
"Cool, text me when you head out",Non-Spam
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",Spam
"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",Spam
Happy birthday... May u find ur prince charming soon n dun work too hard...,Non-Spam
"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",Non-Spam
You said to me before i went back to bed that you can't sleep for anything.,Non-Spam
I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,Non-Spam
Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,Spam
says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,Non-Spam
I will come to ur home now,Non-Spam
Free any day but i finish at 6 on mon n thurs...,Non-Spam
Will you be here for food,Non-Spam
"life alle mone,eppolum oru pole allalo",Non-Spam
Nite...,Non-Spam
Two fundamentals of cool life: \Walk,Non-Spam
"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! ",Non-Spam
Hi Petey!noiåÕm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,Non-Spam
I just saw ron burgundy captaining a party boat so yeah,Non-Spam
I'm serious. You are in the money base,Non-Spam
Already one guy loving you:-.,Non-Spam
Staff of placement training in Amrita college.,Non-Spam
I always chat with you. In fact i need money can you raise me?,Non-Spam
I'm job profile seems like bpo..,Non-Spam
"Well, I was about to give up cos they all said no they didnÛ÷t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?",Non-Spam
"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",Non-Spam
Are you willing to go for apps class.,Non-Spam
Hanging out with my brother and his family,Non-Spam
No it will reach by 9 only. She telling she will be there. I dont know,Non-Spam
Hey... are you going to quit soon? Xuhui and i working till end of the month ,Non-Spam
"Im sorry bout last nite it wasnåÕt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",Non-Spam
Try neva mate!!,Non-Spam
Yeah that'd pretty much be the best case scenario,Non-Spam
I not free today i haf 2 pick my parents up tonite...,Non-Spam
\HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY,Non-Spam
Should i send you naughty pix? :),Non-Spam
"You are a å£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",Spam
"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",Spam
"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?",Non-Spam
Prepare to be pounded every night...,Non-Spam
"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",Non-Spam
"Sorry, I'll call later",Non-Spam
Good evening! How are you?,Non-Spam
I'm at home. Please call,Non-Spam
Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,Non-Spam
"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",Non-Spam
We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,Non-Spam
What happen dear. Why you silent. I am tensed,Non-Spam
"I'll get there at 3, unless you guys want me to come some time sooner",Non-Spam
If you are not coughing then its nothing,Non-Spam
ÌÏ come lt 25 n pass to me lar,Non-Spam
I'm e person who's doing e sms survey...,Non-Spam
Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,Non-Spam
Thank You meet you monday,Non-Spam
SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK åÔMORROW. C U THIS WK? WHO WAS THE MSG 4? åÐ RANDOM!,Non-Spam
"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",Spam
"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but",Non-Spam
"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",Non-Spam
"Dad wanted to talk about the apartment so I got a late start, omw now",Non-Spam
I love you both too :-),Non-Spam
Lol u still feeling sick?,Non-Spam
Din i tell u jus now 420,Non-Spam
am up to my eyes in philosophy,Non-Spam
From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost å£1.50 min MobcudB more,Spam
Ok lor. I'm in town now lei.,Non-Spam
I had it already..sabarish asked me to go..,Non-Spam
No da. . Vijay going to talk in jaya tv,Non-Spam
URGENT! We are trying to contact U Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,Spam
Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,Non-Spam
Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,Spam
Still chance there. If you search hard you will get it..let have a try :),Non-Spam
"Auction round 4. The highest bid is now å£54. Next maximum bid is å£71. To bid, send BIDS e. g. 10 (to bid å£10) to 83383. Good luck.",Spam
Do you always celebrate NY's with your family ?,Non-Spam
"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",Non-Spam
Its ok..come to my home it vl nice to meet and v can chat..,Non-Spam
Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + å£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,Spam
Sent me de webadres for geting salary slip,Non-Spam
She's fine. Sends her greetings,Non-Spam
Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,Spam
But you dint in touch with me.,Non-Spam
"Yup, leaving right now, be back soon",Non-Spam
You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,Spam
Yeah sure I'll leave in a min,Non-Spam
And do you have any one that can teach me how to ship cars.,Non-Spam
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",Non-Spam
Yeah confirmed for you staying at  that weekend,Non-Spam
They said Ì_ dun haf passport or smth like dat.. Or Ì_ juz send to my email account..  ,Non-Spam
"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",Non-Spam
"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",Non-Spam
Ard 4 lor...,Non-Spam
You are right. Meanwhile how's project twins comin up,Non-Spam
I sent your maga that money yesterday oh.,Non-Spam
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,Spam
Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,Non-Spam
I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,Spam
Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,Non-Spam
If you were/are free i can give. Otherwise nalla adi entey nattil kittum,Non-Spam
I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,Non-Spam
I am in escape theatre now. . Going to watch KAVALAN in a few minutes,Non-Spam
